epoch,kl_g0_weight,kl_u_weight,train_loss_total,train_loss_recon,train_loss_kl_g0,train_loss_kl_u,train_loss_cls,val_loss_total,val_loss_recon,val_loss_kl_g0,val_loss_kl_u,val_loss_cls,lr
95,1.000,1.000,16.143946,18.236988,0.007405,1.763443,0.688385,15.453679,17.370032,0.007433,1.770068,0.678259,1.00e-04
96,1.000,1.000,15.970289,18.013401,0.007417,1.770474,0.686277,15.173056,17.019594,0.007448,1.769669,0.678437,1.00e-04
97,1.000,1.000,15.715772,17.696791,0.007434,1.768716,0.687094,15.138488,16.977421,0.007466,1.768658,0.678261,1.00e-04
98,1.000,1.000,15.504571,17.436760,0.007452,1.764437,0.688260,14.986058,16.793309,0.007484,1.762241,0.678157,1.00e-04
99,1.000,1.000,15.220807,17.087899,0.007470,1.758952,0.686751,14.767969,16.525991,0.007500,1.756995,0.677903,1.00e-04
100,1.000,1.000,15.210343,17.081505,0.007484,1.752303,0.686544,14.850029,16.634514,0.007518,1.751058,0.677791,1.00e-04
101,1.000,1.000,14.899933,16.689911,0.007505,1.754946,0.690216,14.540520,16.237711,0.007533,1.760935,0.677880,1.00e-04
102,1.000,1.000,14.681001,16.413504,0.007518,1.758337,0.687561,14.392693,16.060654,0.007550,1.753352,0.677238,1.00e-04
103,1.000,1.000,14.515623,16.215148,0.007535,1.749829,0.688066,14.347677,16.005092,0.007566,1.752604,0.677334,1.00e-04
104,1.000,1.000,14.307415,15.955334,0.007550,1.750038,0.685388,14.242955,15.878186,0.007580,1.748578,0.677402,1.00e-04
105,1.000,1.000,14.204941,15.829356,0.007562,1.746821,0.689747,13.985273,15.554891,0.007594,1.749696,0.677635,1.00e-04
106,1.000,1.000,13.911963,15.458258,0.007578,1.752215,0.687608,13.813000,15.333403,0.007609,1.755831,0.677626,1.00e-04
107,1.000,1.000,13.908528,15.453288,0.007593,1.752916,0.687447,13.735806,15.239385,0.007625,1.753363,0.677539,1.00e-04
108,1.000,1.000,13.787837,15.308218,0.007611,1.747175,0.687164,13.710085,15.218803,0.007640,1.741752,0.677646,1.00e-04
109,1.000,1.000,13.628476,15.115807,0.007626,1.740025,0.688543,13.630371,15.115700,0.007653,1.745220,0.677557,1.00e-04
110,1.000,1.000,13.549526,15.012692,0.007637,1.744430,0.688593,13.456321,14.891278,0.007666,1.752034,0.677698,1.00e-04
