epoch,kl_g0_weight,kl_u_weight,train_loss_total,train_loss_recon,train_loss_kl_g0,train_loss_kl_u,train_loss_cls,val_loss_total,val_loss_recon,val_loss_kl_g0,val_loss_kl_u,val_loss_cls,lr
85,1.000,1.000,41.876425,52.338094,0.007437,0.000000,0.000000,39.948866,49.928604,0.007476,0.000000,0.000000,1.00e-04
86,1.000,1.000,41.631102,52.031409,0.007467,0.000000,0.000000,39.950768,49.930957,0.007502,0.000000,0.000000,1.00e-04
87,1.000,1.000,41.455860,51.812329,0.007494,0.000000,0.000000,39.955373,49.936684,0.007531,0.000000,0.000000,1.00e-04
88,1.000,1.000,41.512098,51.882605,0.007517,0.000000,0.000000,39.934332,49.910362,0.007551,0.000000,0.000000,1.00e-04
89,1.000,1.000,41.475674,51.837053,0.007538,0.000000,0.000000,39.924786,49.898407,0.007575,0.000000,0.000000,1.00e-04
90,1.000,1.000,41.384356,51.722882,0.007562,0.000000,0.000000,39.924717,49.898296,0.007599,0.000000,0.000000,1.00e-04
91,1.000,1.000,41.346733,51.675826,0.007589,0.000000,0.000000,39.917070,49.888713,0.007622,0.000000,0.000000,1.00e-04
92,1.000,1.000,41.314293,51.635254,0.007612,0.000000,0.000000,39.917410,49.889114,0.007647,0.000000,0.000000,1.00e-04
93,1.000,1.000,41.273442,51.584166,0.007635,0.000000,0.000000,39.911002,49.881080,0.007673,0.000000,0.000000,1.00e-04
94,1.000,1.000,41.194131,51.485001,0.007661,0.000000,0.000000,39.912956,49.883495,0.007699,0.000000,0.000000,1.00e-04
95,1.000,1.000,41.086080,51.349913,0.007686,0.000000,0.000000,39.914042,49.884830,0.007722,0.000000,0.000000,1.00e-04
96,1.000,1.000,41.076500,51.337916,0.007708,0.000000,0.000000,39.911536,49.881679,0.007741,0.000000,0.000000,1.00e-04
97,1.000,1.000,41.002687,51.245631,0.007727,0.000000,0.000000,39.903678,49.871838,0.007759,0.000000,0.000000,1.00e-04
98,1.000,1.000,40.963016,51.196023,0.007746,0.000000,0.000000,39.902752,49.870660,0.007779,0.000000,0.000000,1.00e-04
99,1.000,1.000,40.970424,51.205264,0.007765,0.000000,0.000000,39.898349,49.865138,0.007798,0.000000,0.000000,1.00e-04
100,1.000,1.000,40.866585,51.075445,0.007785,0.000000,0.000000,39.894673,49.860523,0.007819,0.000000,0.000000,1.00e-04
101,1.000,1.000,40.897606,51.114199,0.007809,0.000000,0.000000,39.894019,49.859685,0.007840,0.000000,0.000000,1.00e-04
102,1.000,1.000,40.809718,51.004317,0.007830,0.000000,0.000000,39.896784,49.863117,0.007862,0.000000,0.000000,1.00e-04
103,1.000,1.000,40.744054,50.922216,0.007850,0.000000,0.000000,39.894985,49.860849,0.007882,0.000000,0.000000,1.00e-04
104,1.000,1.000,40.713340,50.883802,0.007871,0.000000,0.000000,39.893357,49.858795,0.007901,0.000000,0.000000,1.00e-04
105,1.000,1.000,40.678694,50.840477,0.007889,0.000000,0.000000,39.886114,49.849721,0.007919,0.000000,0.000000,1.00e-04
106,1.000,1.000,40.759263,50.941169,0.007909,0.000000,0.000000,39.887164,49.851016,0.007940,0.000000,0.000000,1.00e-04
107,1.000,1.000,40.633295,50.783687,0.007931,0.000000,0.000000,39.886284,49.849895,0.007959,0.000000,0.000000,1.00e-04
108,1.000,1.000,40.618339,50.764975,0.007948,0.000000,0.000000,39.887548,49.851454,0.007980,0.000000,0.000000,1.00e-04
109,1.000,1.000,40.598140,50.739704,0.007970,0.000000,0.000000,39.886323,49.849902,0.007999,0.000000,0.000000,1.00e-04
110,1.000,1.000,40.646428,50.800045,0.007989,0.000000,0.000000,39.884570,49.847694,0.008017,0.000000,0.000000,1.00e-04
111,1.000,1.000,40.566333,50.699909,0.008006,0.000000,0.000000,39.879475,49.841307,0.008036,0.000000,0.000000,1.00e-04
112,1.000,1.000,40.537997,50.664471,0.008024,0.000000,0.000000,39.883912,49.846833,0.008056,0.000000,0.000000,1.00e-04
113,1.000,1.000,40.489540,50.603879,0.008045,0.000000,0.000000,39.881898,49.844298,0.008073,0.000000,0.000000,1.00e-04
114,1.000,1.000,40.492691,50.607802,0.008062,0.000000,0.000000,39.880005,49.841915,0.008091,0.000000,0.000000,1.00e-04
115,1.000,1.000,40.462544,50.570098,0.008081,0.000000,0.000000,39.877086,49.838245,0.008110,0.000000,0.000000,1.00e-04
116,1.000,1.000,40.443226,50.545931,0.008101,0.000000,0.000000,39.873901,49.834246,0.008129,0.000000,0.000000,1.00e-04
117,1.000,1.000,40.460438,50.567427,0.008118,0.000000,0.000000,39.874599,49.835102,0.008146,0.000000,0.000000,1.00e-04
118,1.000,1.000,40.367479,50.451213,0.008134,0.000000,0.000000,39.882689,49.845197,0.008163,0.000000,0.000000,1.00e-04
119,1.000,1.000,40.374990,50.460585,0.008153,0.000000,0.000000,39.887235,49.850863,0.008178,0.000000,0.000000,1.00e-04
120,1.000,1.000,40.315370,50.386045,0.008166,0.000000,0.000000,39.878022,49.839333,0.008193,0.000000,0.000000,1.00e-04
121,1.000,1.000,40.319980,50.391792,0.008183,0.000000,0.000000,39.885344,49.848467,0.008211,0.000000,0.000000,1.00e-04
122,1.000,1.000,40.310638,50.380094,0.008203,0.000000,0.000000,39.882961,49.845472,0.008227,0.000000,0.000000,1.00e-04
123,1.000,1.000,40.290812,50.355298,0.008217,0.000000,0.000000,39.866820,49.825285,0.008241,0.000000,0.000000,1.00e-04
124,1.000,1.000,40.270811,50.330284,0.008229,0.000000,0.000000,39.874137,49.834414,0.008254,0.000000,0.000000,1.00e-04
125,1.000,1.000,40.229414,50.278522,0.008245,0.000000,0.000000,39.882502,49.844858,0.008268,0.000000,0.000000,1.00e-04
126,1.000,1.000,40.212729,50.257657,0.008254,0.000000,0.000000,39.880965,49.842926,0.008280,0.000000,0.000000,1.00e-04
127,1.000,1.000,40.268890,50.327843,0.008270,0.000000,0.000000,39.879083,49.840556,0.008296,0.000000,0.000000,1.00e-04
128,1.000,1.000,40.223607,50.271223,0.008284,0.000000,0.000000,39.874573,49.834906,0.008310,0.000000,0.000000,1.00e-04
129,1.000,1.000,40.189139,50.228124,0.008299,0.000000,0.000000,39.886862,49.850253,0.008324,0.000000,0.000000,1.00e-04
130,1.000,1.000,40.213457,50.258510,0.008310,0.000000,0.000000,39.889204,49.853168,0.008336,0.000000,0.000000,1.00e-04
131,1.000,1.000,40.192212,50.231940,0.008324,0.000000,0.000000,39.885258,49.848222,0.008350,0.000000,0.000000,1.00e-04
132,1.000,1.000,40.173180,50.208135,0.008339,0.000000,0.000000,39.886233,49.849424,0.008364,0.000000,0.000000,1.00e-04
133,1.000,1.000,40.154789,50.185132,0.008354,0.000000,0.000000,39.886788,49.850108,0.008377,0.000000,0.000000,1.00e-04
134,1.000,1.000,40.143487,50.170993,0.008364,0.000000,0.000000,39.881076,49.842955,0.008390,0.000000,0.000000,1.00e-04
135,1.000,1.000,40.132216,50.156889,0.008380,0.000000,0.000000,39.885512,49.848486,0.008403,0.000000,0.000000,1.00e-04
136,1.000,1.000,40.136172,50.161823,0.008392,0.000000,0.000000,39.891973,49.856550,0.008416,0.000000,0.000000,1.00e-04
137,1.000,1.000,40.121477,50.143440,0.008405,0.000000,0.000000,39.892982,49.857800,0.008427,0.000000,0.000000,1.00e-04
138,1.000,1.000,40.096044,50.111638,0.008416,0.000000,0.000000,39.893172,49.858026,0.008439,0.000000,0.000000,1.00e-04
139,1.000,1.000,40.084312,50.096961,0.008427,0.000000,0.000000,39.891252,49.855613,0.008451,0.000000,0.000000,5.00e-05
140,1.000,1.000,40.102940,50.120237,0.008436,0.000000,0.000000,39.893827,49.858827,0.008457,0.000000,0.000000,5.00e-05
141,1.000,1.000,40.070587,50.079789,0.008443,0.000000,0.000000,39.900954,49.867726,0.008464,0.000000,0.000000,5.00e-05
142,1.000,1.000,40.061623,50.068577,0.008451,0.000000,0.000000,39.899910,49.866417,0.008470,0.000000,0.000000,5.00e-05
143,1.000,1.000,40.087029,50.100330,0.008455,0.000000,0.000000,39.900257,49.866845,0.008475,0.000000,0.000000,5.00e-05
144,1.000,1.000,40.033585,50.033517,0.008462,0.000000,0.000000,39.899055,49.865339,0.008481,0.000000,0.000000,5.00e-05
145,1.000,1.000,40.045593,50.048522,0.008468,0.000000,0.000000,39.904756,49.872456,0.008487,0.000000,0.000000,5.00e-05
146,1.000,1.000,40.060503,50.067155,0.008473,0.000000,0.000000,39.903932,49.871421,0.008492,0.000000,0.000000,5.00e-05
147,1.000,1.000,40.035192,50.035512,0.008477,0.000000,0.000000,39.901780,49.868726,0.008498,0.000000,0.000000,5.00e-05
148,1.000,1.000,40.016916,50.012660,0.008485,0.000000,0.000000,39.901563,49.868449,0.008504,0.000000,0.000000,5.00e-05
149,1.000,1.000,40.047756,50.051204,0.008490,0.000000,0.000000,39.903376,49.870708,0.008509,0.000000,0.000000,5.00e-05
150,1.000,1.000,40.046619,50.049777,0.008496,0.000000,0.000000,39.906517,49.874633,0.008513,0.000000,0.000000,5.00e-05
151,1.000,1.000,40.042489,50.044609,0.008501,0.000000,0.000000,39.911187,49.880464,0.008519,0.000000,0.000000,5.00e-05
152,1.000,1.000,40.020788,50.017477,0.008507,0.000000,0.000000,39.915229,49.885509,0.008525,0.000000,0.000000,5.00e-05
153,1.000,1.000,40.033118,50.032885,0.008512,0.000000,0.000000,39.910475,49.879563,0.008529,0.000000,0.000000,5.00e-05
154,1.000,1.000,40.029472,50.028323,0.008516,0.000000,0.000000,39.908326,49.876873,0.008534,0.000000,0.000000,5.00e-05
155,1.000,1.000,40.008913,50.002619,0.008521,0.000000,0.000000,39.911564,49.880915,0.008540,0.000000,0.000000,2.50e-05
156,1.000,1.000,40.065832,50.073763,0.008526,0.000000,0.000000,39.912225,49.881738,0.008543,0.000000,0.000000,2.50e-05
157,1.000,1.000,39.970556,49.954666,0.008528,0.000000,0.000000,39.910952,49.880143,0.008546,0.000000,0.000000,2.50e-05
158,1.000,1.000,39.987347,49.975652,0.008531,0.000000,0.000000,39.912769,49.882413,0.008548,0.000000,0.000000,2.50e-05
159,1.000,1.000,40.021429,50.018253,0.008532,0.000000,0.000000,39.918619,49.889723,0.008550,0.000000,0.000000,2.50e-05
160,1.000,1.000,39.998045,49.989020,0.008536,0.000000,0.000000,39.920780,49.892422,0.008552,0.000000,0.000000,2.50e-05
161,1.000,1.000,40.005403,49.998213,0.008539,0.000000,0.000000,39.920808,49.892455,0.008553,0.000000,0.000000,2.50e-05
162,1.000,1.000,40.014303,50.009337,0.008541,0.000000,0.000000,39.922040,49.893992,0.008556,0.000000,0.000000,2.50e-05
163,1.000,1.000,39.963777,49.946175,0.008544,0.000000,0.000000,39.921002,49.892694,0.008558,0.000000,0.000000,2.50e-05
164,1.000,1.000,40.009470,50.003289,0.008547,0.000000,0.000000,39.927497,49.900808,0.008562,0.000000,0.000000,2.50e-05
165,1.000,1.000,39.985614,49.973466,0.008551,0.000000,0.000000,39.924977,49.897656,0.008564,0.000000,0.000000,2.50e-05
166,1.000,1.000,39.987412,49.975711,0.008552,0.000000,0.000000,39.923912,49.896324,0.008565,0.000000,0.000000,2.50e-05
167,1.000,1.000,39.978130,49.964106,0.008556,0.000000,0.000000,39.924557,49.897127,0.008567,0.000000,0.000000,2.50e-05
168,1.000,1.000,40.001716,49.993587,0.008557,0.000000,0.000000,39.926223,49.899211,0.008569,0.000000,0.000000,2.50e-05
169,1.000,1.000,39.985820,49.973713,0.008561,0.000000,0.000000,39.928560,49.902130,0.008569,0.000000,0.000000,2.50e-05
170,1.000,1.000,39.959645,49.940992,0.008563,0.000000,0.000000,39.936029,49.911471,0.008565,0.000000,0.000000,2.50e-05
171,1.000,1.000,39.979901,49.966311,0.008564,0.000000,0.000000,39.940850,49.917500,0.008560,0.000000,0.000000,1.25e-05
172,1.000,1.000,40.001450,49.993246,0.008566,0.000000,0.000000,39.940975,49.917653,0.008565,0.000000,0.000000,1.25e-05
173,1.000,1.000,39.979901,49.966306,0.008569,0.000000,0.000000,39.939510,49.915818,0.008568,0.000000,0.000000,1.25e-05
174,1.000,1.000,39.946520,49.924578,0.008570,0.000000,0.000000,39.937881,49.913779,0.008572,0.000000,0.000000,1.25e-05
175,1.000,1.000,39.969026,49.952708,0.008574,0.000000,0.000000,39.940248,49.916734,0.008574,0.000000,0.000000,1.25e-05
176,1.000,1.000,40.019910,50.016312,0.008575,0.000000,0.000000,39.941726,49.918582,0.008576,0.000000,0.000000,1.25e-05
177,1.000,1.000,39.953910,49.933809,0.008577,0.000000,0.000000,39.943103,49.920300,0.008577,0.000000,0.000000,1.25e-05
178,1.000,1.000,39.975873,49.961263,0.008577,0.000000,0.000000,39.943602,49.920924,0.008578,0.000000,0.000000,1.25e-05
179,1.000,1.000,39.974042,49.958972,0.008579,0.000000,0.000000,39.941427,49.918205,0.008579,0.000000,0.000000,1.25e-05
180,1.000,1.000,39.952610,49.932182,0.008579,0.000000,0.000000,39.942537,49.919586,0.008583,0.000000,0.000000,1.25e-05
181,1.000,1.000,39.972017,49.956439,0.008581,0.000000,0.000000,39.939865,49.916247,0.008583,0.000000,0.000000,1.25e-05
182,1.000,1.000,39.951135,49.930336,0.008582,0.000000,0.000000,39.939630,49.915952,0.008583,0.000000,0.000000,1.25e-05
183,1.000,1.000,39.959396,49.940658,0.008585,0.000000,0.000000,39.943479,49.920761,0.008585,0.000000,0.000000,1.25e-05
184,1.000,1.000,39.956190,49.936650,0.008586,0.000000,0.000000,39.947468,49.925751,0.008584,0.000000,0.000000,1.25e-05
185,1.000,1.000,39.966528,49.949572,0.008587,0.000000,0.000000,39.953443,49.933223,0.008579,0.000000,0.000000,1.25e-05
186,1.000,1.000,39.947704,49.926043,0.008586,0.000000,0.000000,39.956197,49.936665,0.008581,0.000000,0.000000,1.25e-05
187,1.000,1.000,39.964357,49.946856,0.008588,0.000000,0.000000,39.955320,49.935565,0.008585,0.000000,0.000000,6.25e-06
188,1.000,1.000,39.932296,49.906776,0.008592,0.000000,0.000000,39.955269,49.935499,0.008586,0.000000,0.000000,6.25e-06
189,1.000,1.000,39.927273,49.900498,0.008592,0.000000,0.000000,39.957111,49.937801,0.008587,0.000000,0.000000,6.25e-06
190,1.000,1.000,39.947625,49.925937,0.008593,0.000000,0.000000,39.959517,49.940809,0.008586,0.000000,0.000000,6.25e-06
191,1.000,1.000,39.923069,49.895243,0.008592,0.000000,0.000000,39.962145,49.944097,0.008585,0.000000,0.000000,6.25e-06
