,lh_Ca,lh_GPe,lh_GPi,lh_Pu,lh_STH,lh_cerebellum_dentate,lh_cerebellum_motor,lh_paracentral_smooth3mm,lh_postcentral_smooth3mm,lh_precentral_smooth3mm,lh_superiorfrontal_smooth3mm,lh_vim,lh_zi,rh_Ca,rh_GPe,rh_GPi,rh_Pu,rh_STH,rh_cerebellum_dentate,rh_cerebellum_motor,rh_paracentral_smooth3mm,rh_postcentral_smooth3mm,rh_precentral_smooth3mm,rh_superiorfrontal_smooth3mm
M0,0.16337202,0.14787719,0.054865554,0.08889811,0.16278163,0.12880547,0.09970873,0.07030404,0.14557783,0.18122047,0.10697154,0.23098548,0.11309688,0.042526964,0.23432946,0.16606233,0.17867,0.14799814,0.03310625,0.03447271,0.12693985,0.10405796,0.06334047,0.08697716
M35,0.10477674,0.09834579,0.14059776,0.0328221,0.06439773,0.24204277,0.05498172,0.0866635,0.19940798,0.06979346,0.14573532,0.10735528,0.053467534,0.14586942,0.15745729,0.1647564,0.096319,0.16138914,0.14009707,0.036442332,0.12195615,0.07656062,0.07993503,0.09779728
M50,0.041102547,0.04520438,0.06462468,0.11435004,0.027134905,0.11217471,0.13091226,0.072921686,0.05432772,0.16475743,0.050203305,0.021663705,0.3225265,0.08139734,0.057974465,0.056154434,0.11197941,0.14380921,0.056968197,0.12618762,0.17155996,0.2134632,0.20126043,0.11487304
M90,0.19802003,0.23814891,0.083133906,0.19194372,0.0775909,0.06838755,0.1788572,0.016453568,0.07715211,0.08007079,0.07750618,0.21049048,0.25481656,0.13561101,0.24260283,0.07012239,0.11004079,0.21953149,0.14287883,0.06503342,0.0952547,0.173529,0.16912104,0.10088879
M20,0.0655597,0.22604248,0.2397269,0.1668537,0.11648461,0.005594933,0.16485944,0.05295937,0.21012491,0.16169569,0.09932061,0.09471656,0.109338515,0.05906238,0.121911876,0.08403687,0.06612694,0.101457395,0.07893418,0.110336624,0.063546345,0.11280421,0.1200577,0.11321277
M36,0.18930091,0.06353646,0.100255065,0.26358816,0.1584438,0.07462741,0.034377582,0.19077827,0.047739636,0.16239811,0.088282384,0.13154413,0.14329459,0.16875686,0.057326246,0.039632063,0.020580716,0.13218163,0.18426052,0.174641,0.13383168,0.016865045,0.03362305,0.11520026
M76,0.20986338,0.05583147,0.04239024,0.06383579,0.12382054,0.24792026,0.10267193,0.19603714,0.24476594,0.2440577,0.10629598,0.042740718,0.19552252,0.017711883,0.14089409,0.07326755,0.12848759,0.17892906,0.032383554,0.07334657,0.15208218,0.20200141,0.19859177,0.14818655
M85,0.1368469,0.13705249,0.10058359,0.24677466,0.062236644,0.17612705,0.10803452,0.120826244,0.085373014,0.035990585,0.15560822,0.060625236,0.03257897,0.17660293,0.18369877,0.059967298,0.09393619,0.21855809,0.12708198,0.016137158,0.116903394,0.13298982,0.12779307,0.31920037
M45,0.1701176,0.1162006,0.12920013,0.3649561,0.22366016,0.083930776,0.06301821,0.17526293,0.06410106,0.21872829,0.2318038,0.18552053,0.06670325,0.17496952,0.06062186,0.21807969,0.18718493,0.36357215,0.22078277,0.03088254,0.13647461,0.14489591,0.22189425,0.15806721
M52,0.18762878,0.18064255,0.1043927,0.105231,0.36945626,0.11580108,0.13560411,0.3156832,0.15091366,0.05025961,0.122387774,0.24491064,0.3869633,0.21801098,0.14215425,0.11258878,0.18256356,0.14725679,0.064114854,0.14263159,0.19450392,0.18024561,0.17964497,0.15751082
M83,0.3194713,0.28315336,0.15100458,0.19230482,0.11352468,0.11664113,0.23573199,0.15153857,0.08337274,0.0619981,0.03654894,0.21208782,0.18161754,0.10103153,0.117126934,0.06638661,0.1910319,0.23789217,0.18721487,0.10641011,0.070520625,0.10996341,0.14970954,0.13785215
M30,0.13443594,0.057812907,0.3248488,0.06900229,0.07206394,0.15684682,0.09332304,0.085934535,0.13730355,0.08918248,0.16766384,0.21691282,0.16587168,0.27903745,0.11947483,0.29597056,0.09060836,0.1403495,0.20231336,0.058659498,0.07682557,0.017246442,0.018296594,0.20074399
M4,0.09225249,0.23364088,0.2908919,0.14099483,0.24159375,0.34239614,0.15769573,0.108125806,0.076679796,0.07625694,0.16498248,0.17179742,0.25446022,0.17596488,0.11678863,0.33131406,0.16551949,0.4001457,0.117605925,0.21122804,0.064993404,0.037202615,0.19779275,0.038899258
