model,all_pct_C,all_pct_K,val_pct_C,val_pct_K,train_pct_C,train_pct_K
pre_model,96.7203571604063,3.2852604093760487,96.30461983324031,3.698486615984849,96.76838918235075,3.23747229313683
post_model,98.5648336643595,1.439334567854671,98.16992565033694,1.8344959398607745,98.61031042584645,1.3938055330222405
